Algoritmo,Dimensao,Tempo
Merge,500000,334
Shell,500000,163524
Insertion,500000,961568
Bubble,500000,1468316
QuickIn,500000,148
Quick1,500000,134
Quick2,500000,136
Merge,500000,334
Shell,500000,164703
Insertion,500000,961649
Bubble,500000,1467945
QuickIn,500000,148
Quick1,500000,133
Quick2,500000,137
Merge,500000,334
Shell,500000,163453
Insertion,500000,960025
Bubble,500000,1467880
QuickIn,500000,149
Quick1,500000,133
Quick2,500000,137
Merge,500000,334
Shell,500000,165378
Insertion,500000,961908
Bubble,500000,1468301
QuickIn,500000,149
Quick1,500000,133
Quick2,500000,138
Merge,500000,334
Shell,500000,163344
Insertion,500000,961136
Bubble,500000,1468288
QuickIn,500000,147
Quick1,500000,134
Quick2,500000,136
Merge,500000,334
Shell,500000,164052
Insertion,500000,960941
Bubble,500000,1468161
QuickIn,500000,148
Quick1,500000,133
Quick2,500000,136
Merge,500000,334
Shell,500000,164417
Insertion,500000,961204
Bubble,500000,1500372
QuickIn,500000,147
Quick1,500000,155
Quick2,500000,153
Merge,500000,373
Shell,500000,170228
Insertion,500000,1006575
Bubble,500000,1566158
QuickIn,500000,167
Quick1,500000,146
Quick2,500000,141
Merge,500000,348
Shell,500000,172367
Insertion,500000,1062070
Bubble,500000,1591380
QuickIn,500000,149
Quick1,500000,133
Quick2,500000,137
Merge,500000,335
Shell,500000,164554
Insertion,500000,964840
Bubble,500000,1911229
QuickIn,500000,149
Quick1,500000,134
Quick2,500000,138
Merge,500000,337
Shell,500000,163798
Insertion,500000,961848
Bubble,500000,1467744
QuickIn,500000,146
Quick1,500000,133
Quick2,500000,136
Merge,500000,337
Shell,500000,164729
Insertion,500000,960224
Bubble,500000,1468728
QuickIn,500000,151
Quick1,500000,132
Quick2,500000,136
Merge,500000,334
Shell,500000,164137
Insertion,500000,961648
Bubble,500000,1468444
QuickIn,1000000,313
Quick1,1000000,326
Quick2,1000000,302
Merge,1000000,783
Shell,1000000,678290
Insertion,1000000,3806253
Bubble,1000000,5641250
QuickIn,1000000,294
Quick1,1000000,288
Quick2,1000000,309
Merge,1000000,745
Shell,1000000,676627
Insertion,1000000,3800912
Bubble,1000000,5655002
QuickIn,1000000,293
Quick1,1000000,285
Quick2,1000000,284
Merge,1000000,701
Shell,1000000,680092
Insertion,1000000,3802828
Bubble,1000000,5656512
QuickIn,1000000,285
Quick1,1000000,284
Quick2,1000000,282
Merge,1000000,700
Shell,1000000,678472
Insertion,1000000,3801291
Bubble,1000000,5653257
QuickIn,1000000,289
Quick1,1000000,293
Quick2,1000000,288
Merge,1000000,696
Shell,1000000,678015
Insertion,1000000,3804725
Bubble,1000000,5647915
QuickIn,1000000,286
Quick1,1000000,289
Quick2,1000000,285
Merge,1000000,699
Shell,1000000,679957
Insertion,1000000,3808353
Bubble,1000000,5647963
QuickIn,1000000,291
Quick1,1000000,281
Quick2,1000000,286
Merge,1000000,699
Shell,1000000,678304
Insertion,1000000,3846487
Bubble,1000000,5651732
QuickIn,1000000,291
Quick1,1000000,281
Quick2,1000000,287
Merge,1000000,699
Shell,1000000,679640
Insertion,1000000,3803312
Bubble,1000000,5652415
QuickIn,1000000,289
Quick1,1000000,286
Quick2,1000000,290
Merge,1000000,700
Shell,1000000,679363
Insertion,1000000,3812432
Bubble,1000000,5649563
QuickIn,1000000,288
Quick1,1000000,278
Quick2,1000000,284
Merge,1000000,697
Shell,1000000,677795
Insertion,1000000,3802322
Bubble,1000000,5648135
QuickIn,1000000,292
Quick1,1000000,284
Quick2,1000000,290
Merge,1000000,702
Shell,1000000,676551
Insertion,1000000,3830656
Bubble,1000000,5639656
QuickIn,1000000,287
Quick1,1000000,282
Quick2,1000000,282
Merge,1000000,695
Shell,1000000,680545
Insertion,1000000,3812697
Bubble,1000000,5675513
QuickIn,1000000,291
Quick1,1000000,282
Quick2,1000000,296
Merge,1000000,700
Shell,1000000,679293
Insertion,1000000,3796852
Bubble,1000000,5656427
QuickIn,1000000,294
Quick1,1000000,285
Quick2,1000000,289
Merge,1000000,714
Shell,1000000,678656
Insertion,1000000,3810366
Bubble,1000000,5640148
QuickIn,1000000,285
Quick1,1000000,278
Quick2,1000000,284
Merge,1000000,701
Shell,1000000,675684
Insertion,1000000,3807536
Bubble,1000000,5640278
QuickIn,1000000,288
Quick1,1000000,282
Quick2,1000000,286
Merge,1000000,701
Shell,1000000,679266
Insertion,1000000,3866136
Bubble,1000000,5648756
QuickIn,1000000,287
Quick1,1000000,283
Quick2,1000000,290
Merge,1000000,695
Shell,1000000,679631
Insertion,1000000,3810326
Bubble,1000000,5651539
QuickIn,1000000,289
Quick1,1000000,289
Quick2,1000000,292
Merge,1000000,710
Shell,1000000,677155
Insertion,1000000,3813065
Bubble,1000000,5656148
QuickIn,1000000,287
Quick1,1000000,281
Quick2,1000000,288
Merge,1000000,704
Shell,1000000,676995
Insertion,1000000,3812692
Bubble,1000000,5639996
QuickIn,1000000,288
Quick1,1000000,283
Quick2,1000000,283
Merge,1000000,695
Shell,1000000,677325
Insertion,1000000,3805155
Bubble,1000000,5649864
QuickIn,1000000,287
Quick1,1000000,285
Quick2,1000000,289
Merge,1000000,699
Shell,1000000,677662
Insertion,1000000,3823055
Bubble,1000000,5640156
QuickIn,1000000,293
Quick1,1000000,284
Quick2,1000000,286
Merge,1000000,697
Shell,1000000,678253
Insertion,1000000,3813018
Bubble,1000000,5635665
QuickIn,1000000,287
Quick1,1000000,279
Quick2,1000000,285
Merge,1000000,704
Shell,1000000,681423
Insertion,1000000,3851297
Bubble,1000000,5646263
QuickIn,1000000,287
Quick1,1000000,281
Quick2,1000000,284
Merge,1000000,694
Shell,1000000,678623
Insertion,1000000,3833323
Bubble,1000000,5642313
QuickIn,1000000,286
Quick1,1000000,284
Quick2,1000000,282
Merge,1000000,701
Shell,1000000,680473
Insertion,1000000,3823215
Bubble,1000000,5640820
QuickIn,1000000,295
Quick1,1000000,283
Quick2,1000000,289
Merge,1000000,700
Shell,1000000,673656
Insertion,1000000,3810699
Bubble,1000000,5646310
QuickIn,1000000,290
Quick1,1000000,285
Quick2,1000000,287
Merge,1000000,698
Shell,1000000,673687
Insertion,1000000,3801523
Bubble,1000000,5640737
QuickIn,1000000,290
Quick1,1000000,285
Quick2,1000000,286
Merge,1000000,699
Shell,1000000,671669
Insertion,1000000,3802125
Bubble,1000000,5653178
QuickIn,1000000,291
Quick1,1000000,283
Quick2,1000000,285
Merge,1000000,696
Shell,1000000,672278
Insertion,1000000,3800952
Bubble,1000000,5656068
QuickIn,1000000,289
Quick1,1000000,282
Quick2,1000000,283
Merge,1000000,700
Shell,1000000,675656
Insertion,1000000,3805355
Bubble,1000000,5652456
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,1000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,2000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,1
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,5000,0
Counting,10000,0
Counting,10000,1
Counting,10000,0
Counting,10000,1
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,1
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,1
Counting,10000,0
Counting,10000,1
Counting,10000,0
Counting,10000,1
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,10000,0
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,4
Counting,50000,3
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,2
Counting,50000,3
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,100000,4
Counting,500000,22
Counting,500000,22
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,24
Counting,500000,22
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,22
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,22
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,500000,21
Counting,1000000,45
Counting,1000000,43
Counting,1000000,43
Counting,1000000,45
Counting,1000000,44
Counting,1000000,43
Counting,1000000,45
Counting,1000000,43
Counting,1000000,43
Counting,1000000,44
Counting,1000000,43
Counting,1000000,43
Counting,1000000,43
Counting,1000000,44
Counting,1000000,43
Counting,1000000,43
Counting,1000000,44
Counting,1000000,43
Counting,1000000,44
Counting,1000000,44
Counting,1000000,43
Counting,1000000,44
Counting,1000000,45
Counting,1000000,45
Counting,1000000,45
Counting,1000000,44
Counting,1000000,45
Counting,1000000,43
Counting,1000000,43
Counting,1000000,45
Selection,1000,5
Selection,1000,5
Selection,1000,5
Selection,1000,5
Selection,1000,5
Selection,1000,5
Selection,1000,5
Selection,1000,6
Selection,1000,7
Selection,1000,5
Selection,1000,5
Selection,1000,6
Selection,1000,6
Selection,1000,7
Selection,1000,7
Selection,1000,5
Selection,1000,6
Selection,1000,5
Selection,1000,6
Selection,1000,6
Selection,1000,7
Selection,1000,5
Selection,1000,5
Selection,1000,5
Selection,1000,6
Selection,1000,5
Selection,1000,5
Selection,1000,6
Selection,1000,7
Selection,1000,6
Selection,2000,25
Selection,2000,23
Selection,2000,22
Selection,2000,25
Selection,2000,25
Selection,2000,22
Selection,2000,22
Selection,2000,25
Selection,2000,24
Selection,2000,22
Selection,2000,23
Selection,2000,24
Selection,2000,23
Selection,2000,24
Selection,2000,23
Selection,2000,24
Selection,2000,24
Selection,2000,24
Selection,2000,23
Selection,2000,24
Selection,2000,22
Selection,2000,24
Selection,2000,22
Selection,2000,24
Selection,2000,22
Selection,2000,24
Selection,2000,22
Selection,2000,25
Selection,2000,22
Selection,2000,24
Selection,5000,140
Selection,5000,140
Selection,5000,140
Selection,5000,140
Selection,5000,140
Selection,5000,140
Selection,5000,140
Selection,5000,140
Selection,5000,142
Selection,5000,139
Selection,5000,139
Selection,5000,144
Selection,5000,139
Selection,5000,140
Selection,5000,139
Selection,5000,140
Selection,5000,140
Selection,5000,141
Selection,5000,140
Selection,5000,139
Selection,5000,139
Selection,5000,139
Selection,5000,139
Selection,5000,139
Selection,5000,140
Selection,5000,143
Selection,5000,143
Selection,5000,139
Selection,5000,140
Selection,5000,139
Selection,10000,546
Selection,10000,546
Selection,10000,547
Selection,10000,546
Selection,10000,547
Selection,10000,548
Selection,10000,548
Selection,10000,552
Selection,10000,591
Selection,10000,596
Selection,10000,566
Selection,10000,558
Selection,10000,549
Selection,10000,554
Selection,10000,554
Selection,10000,563
Selection,10000,549
Selection,10000,553
Selection,10000,554
Selection,10000,558
Selection,10000,551
Selection,10000,549
Selection,10000,556
Selection,10000,548
Selection,10000,559
Selection,10000,549
Selection,10000,555
Selection,10000,551
Selection,10000,552
Selection,10000,551
Selection,50000,13783
Selection,50000,13981
Selection,50000,13913
Selection,50000,14194
Selection,50000,14489
Selection,50000,14170
Selection,50000,13824
Selection,50000,13838
Selection,50000,13914
Selection,50000,13965
Selection,50000,13821
Selection,50000,13984
Selection,50000,13962
Selection,50000,13926
Selection,50000,13903
Selection,50000,13896
Selection,50000,14044
Selection,50000,13858
Selection,50000,13835
Selection,50000,13819
Selection,50000,13805
Selection,50000,13929
Selection,50000,13909
Selection,50000,13902
Selection,50000,13810
Selection,50000,13805
Selection,50000,13804
Selection,50000,13787
Selection,50000,13802
Selection,50000,13815
Selection,100000,55268
Selection,100000,55367
Selection,100000,56531
Selection,100000,54343
Selection,100000,54277
Selection,100000,54250
Selection,100000,54404
Selection,100000,54320
Selection,100000,55794
Selection,100000,55948
Selection,100000,54178
Selection,100000,54229
Selection,100000,54242
Selection,100000,54216
Selection,100000,54239
Selection,100000,54192
Selection,100000,55071
Selection,100000,57441
Selection,100000,56259
Selection,100000,56411
Selection,100000,55887
Selection,100000,57091
Selection,100000,56246
Selection,100000,55999
Selection,100000,55249
Selection,100000,56757
Selection,100000,57097
Selection,100000,54438
Selection,100000,55359
Selection,100000,56184
Selection,500000,1380288
Selection,500000,1341742
Selection,500000,1472477
Selection,500000,1384769
Selection,500000,1584744
Selection,500000,1521969
Selection,500000,1498473
Selection,500000,1493967
Selection,500000,1537665
Selection,500000,1727485
Selection,500000,1353871
Selection,500000,1370898
Selection,500000,1378141
Selection,500000,1369781
Selection,500000,1352039
Selection,500000,1352181
Selection,500000,1352230
Selection,500000,1352196
Selection,500000,1352517
Selection,500000,1351929
Selection,500000,1352610
Selection,500000,1351993
Selection,500000,1352086
Selection,500000,1452461
Selection,500000,1351940
Selection,500000,1352285
Selection,500000,1352433
Selection,500000,1352188
Selection,500000,1352072
Selection,500000,1377578
Selection,1000000,5467306
Selection,1000000,5399315
Selection,1000000,5399264
Selection,1000000,5398762
Selection,1000000,5399175
Selection,1000000,5467306
Selection,1000000,5426266
Selection,1000000,5432656
Selection,1000000,5375851
Selection,1000000,5332615
Selection,1000000,5378526
Selection,1000000,5393262
Selection,1000000,5399653
Selection,1000000,5436452
Selection,1000000,5382626
Selection,1000000,5472626
Selection,1000000,5411326
Selection,1000000,5396452
Selection,1000000,5315265
Selection,1000000,5298626
Selection,1000000,5351551
Selection,1000000,5351552
Selection,1000000,5313265
Selection,1000000,5436363
Selection,1000000,5332203
Selection,1000000,5339666
Selection,1000000,5401620
Selection,1000000,5350512
Selection,1000000,5463113
Selection,1000000,5312626
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,1000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,1
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,1
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,0
Heap,2000,1
Heap,2000,0
Heap,2000,0
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,3
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,3
Heap,5000,2
Heap,5000,1
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,5000,2
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,5
Heap,10000,4
Heap,10000,5
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,6
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,5
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,10000,4
Heap,50000,26
Heap,50000,29
Heap,50000,27
Heap,50000,29
Heap,50000,30
Heap,50000,26
Heap,50000,29
Heap,50000,28
Heap,50000,29
Heap,50000,29
Heap,50000,28
Heap,50000,29
Heap,50000,28
Heap,50000,29
Heap,50000,29
Heap,50000,28
Heap,50000,27
Heap,50000,29
Heap,50000,28
Heap,50000,27
Heap,50000,29
Heap,50000,28
Heap,50000,26
Heap,50000,29
Heap,50000,28
Heap,50000,26
Heap,50000,29
Heap,50000,29
Heap,50000,26
Heap,50000,29
Heap,100000,59
Heap,100000,59
Heap,100000,58
Heap,100000,58
Heap,100000,59
Heap,100000,59
Heap,100000,61
Heap,100000,59
Heap,100000,60
Heap,100000,58
Heap,100000,58
Heap,100000,58
Heap,100000,59
Heap,100000,59
Heap,100000,59
Heap,100000,59
Heap,100000,59
Heap,100000,58
Heap,100000,58
Heap,100000,59
Heap,100000,59
Heap,100000,59
Heap,100000,59
Heap,100000,59
Heap,100000,59
Heap,100000,60
Heap,100000,59
Heap,100000,58
Heap,100000,59
Heap,100000,59
Heap,500000,326
Heap,500000,328
Heap,500000,331
Heap,500000,326
Heap,500000,326
Heap,500000,326
Heap,500000,325
Heap,500000,326
Heap,500000,328
Heap,500000,327
Heap,500000,326
Heap,500000,325
Heap,500000,326
Heap,500000,325
Heap,500000,328
Heap,500000,327
Heap,500000,327
Heap,500000,327
Heap,500000,325
Heap,500000,326
Heap,500000,326
Heap,500000,329
Heap,500000,327
Heap,500000,328
Heap,500000,326
Heap,500000,324
Heap,500000,326
Heap,500000,326
Heap,500000,327
Heap,500000,327
Heap,1000000,714
Heap,1000000,729
Heap,1000000,712
Heap,1000000,711
Heap,1000000,719
Heap,1000000,713
Heap,1000000,713
Heap,1000000,713
Heap,1000000,714
Heap,1000000,715
Heap,1000000,732
Heap,1000000,716
Heap,1000000,734
Heap,1000000,734
Heap,1000000,713
Heap,1000000,730
Heap,1000000,720
Heap,1000000,710
Heap,1000000,709
Heap,1000000,708
Heap,1000000,713
Heap,1000000,711
Heap,1000000,713
Heap,1000000,709
Heap,1000000,710
Heap,1000000,709
Heap,1000000,712
Heap,1000000,711
Heap,1000000,709
Heap,1000000,708
Algoritmo,Dimensao,Tempo
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,1000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,2000,0
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,2
Radix,5000,1
Radix,5000,2
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,2
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,2
Radix,5000,2
Radix,5000,2
Radix,5000,2
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,1
Radix,5000,2
Radix,10000,4
Radix,10000,3
Radix,10000,4
Radix,10000,3
Radix,10000,3
Radix,10000,4
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,2
Radix,10000,2
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,2
Radix,10000,2
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,3
Radix,10000,2
Radix,50000,15
Radix,50000,22
Radix,50000,17
Radix,50000,16
Radix,50000,16
Radix,50000,18
Radix,50000,15
Radix,50000,16
Radix,50000,16
Radix,50000,29
Radix,50000,16
Radix,50000,18
Radix,50000,16
Radix,50000,18
Radix,50000,16
Radix,50000,19
Radix,50000,16
Radix,50000,33
Radix,50000,16
Radix,50000,18
Radix,50000,16
Radix,50000,18
Radix,50000,14
Radix,50000,14
Radix,50000,14
Radix,50000,14
Radix,50000,14
Radix,50000,17
Radix,50000,16
Radix,50000,13
Radix,100000,33
Radix,100000,30
Radix,100000,38
Radix,100000,30
Radix,100000,30
Radix,100000,31
Radix,100000,29
Radix,100000,29
Radix,100000,28
Radix,100000,28
Radix,100000,32
Radix,100000,30
Radix,100000,30
Radix,100000,29
Radix,100000,30
Radix,100000,32
Radix,100000,40
Radix,100000,34
Radix,100000,33
Radix,100000,34
Radix,100000,39
Radix,100000,28
Radix,100000,31
Radix,100000,28
Radix,100000,28
Radix,100000,40
Radix,100000,30
Radix,100000,30
Radix,100000,29
Radix,100000,27
Radix,500000,143
Radix,500000,142
Radix,500000,162
Radix,500000,165
Radix,500000,165
Radix,500000,164
Radix,500000,159
Radix,500000,145
Radix,500000,146
Radix,500000,147
Radix,500000,146
Radix,500000,148
Radix,500000,145
Radix,500000,147
Radix,500000,146
Radix,500000,148
Radix,500000,150
Radix,500000,153
Radix,500000,151
Radix,500000,144
Radix,500000,138
Radix,500000,138
Radix,500000,138
Radix,500000,139
Radix,500000,165
Radix,500000,172
Radix,500000,170
Radix,500000,180
Radix,500000,176
Radix,500000,138
Radix,1000000,292
Radix,1000000,314
Radix,1000000,289
Radix,1000000,284
Radix,1000000,286
Radix,1000000,288
Radix,1000000,288
Radix,1000000,287
Radix,1000000,290
Radix,1000000,287
Radix,1000000,321
Radix,1000000,336
Radix,1000000,292
Radix,1000000,286
Radix,1000000,286
Radix,1000000,286
Radix,1000000,289
Radix,1000000,290
Radix,1000000,293
Radix,1000000,291
Radix,1000000,289
Radix,1000000,284
Radix,1000000,348
Radix,1000000,337
Radix,1000000,313
Radix,1000000,308
Radix,1000000,294
Radix,1000000,297
Radix,1000000,290
Radix,1000000,284
